Customer_ID         Customers_FirstName      Customers_LastName       Customers_Address                                 Customers_City      Customers_Zip       Order_Id            Order_Date     Product_ID          Product_Name                                      Product_Price       SalesRep_ID         SalesRep_FirstName       SalesRep_LastName        SalesRep_Address                                  SalesRep_City       SalesRep_Zip        SalesRep_Title           DateofHire
177                 Peter                    Tanner                   79 Collins Street                                 Washington          11882               3160                15/12/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  3                   George                   Spicer                   90 Lenox Ave                                      Boston              22459               Assitant Director        15/05/2004          
57                  Scott                    Mahoney                  15 Beekman Street                                 Orlando             89754               4357                01/01/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  8                   Michael                  Bernstein                21 Garden Ave                                     New York            12189               Sales Reppresentative    25/05/1991          
145                 Jean                     Dube                     54 Potter Street                                  New York            12189               3820                01/08/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  6                   Kenneth                  Delaney                  89 Edenburg Ave                                   New York            12189               Assistant Manager        10/05/1995          
63                  Luize                    Roberts                  21 Hampton Street                                 Miami               88987               4112                11/03/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  7                   Jason                    Vanderback               22 Woodville Ave                                  New York            12189               Sales manager            12/05/2001          
4                   Phillip                  Demetriou                22 Academy Road                                   New York            12189               3258                10/12/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  4                   Phillip                  Zensons                  32 Camberland Street                              New York            12189               Sales Reppresentative    10/06/2001          
16                  Joseph                   Anderson                 34 Cortland Ave                                   Los Angeles         94851               4399                13/04/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  8                   Michael                  Bernstein                21 Garden Ave                                     New York            12189               Sales Reppresentative    25/05/1991          
189                 Diane                    Pinnock                  34 Nelson Road                                    Denver              21214               4418                20/01/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  8                   Michael                  Bernstein                21 Garden Ave                                     New York            12189               Sales Reppresentative    25/05/1991          
139                 Joanne                   Riegert                  31 Arizona Ave                                    Albany              12189               3618                17/11/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  5                   Andrew                   Simmons                  16 Greenway Street                                New York            12189               Account Manager          11/05/2006          
114                 Stephanie                Elser                    12 Princess Taylor Ln                             San Jose            36945               3691                13/12/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  5                   Andrew                   Simmons                  16 Greenway Street                                New York            12189               Account Manager          11/05/2006          
53                  Fred                     Weinberger               19 Matilda Street                                 Orlando             89754               3308                05/11/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  4                   Phillip                  Zensons                  32 Camberland Street                              New York            12189               Sales Reppresentative    10/06/2001          
71                  Veronica                 Cambell                  28 Twiller Street                                 Chicago             23897               4332                27/12/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  8                   Michael                  Bernstein                21 Garden Ave                                     New York            12189               Sales Reppresentative    25/05/1991          
61                  Richard                  Ramirez                  48 Mereline Ave                                   Miami               88987               4371                04/12/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  8                   Michael                  Bernstein                21 Garden Ave                                     New York            12189               Sales Reppresentative    25/05/1991          
33                  July                     Trassati                 11 Eastford Road                                  Los Angeles         94851               4257                29/03/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  8                   Michael                  Bernstein                21 Garden Ave                                     New York            12189               Sales Reppresentative    25/05/1991          
180                 Joseph                   Trantas                  78 West Lawrence Ave                              Washington          11882               4340                01/10/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  8                   Michael                  Bernstein                21 Garden Ave                                     New York            12189               Sales Reppresentative    25/05/1991          
83                  Nicholas                 Robbins                  11 Broad Street                                   Chicago             23897               4026                26/04/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  7                   Jason                    Vanderback               22 Woodville Ave                                  New York            12189               Sales manager            12/05/2001          
147                 Ricky                    Anthopolis               45 Johnson Ave                                    New York            12189               3579                09/11/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  5                   Andrew                   Simmons                  16 Greenway Street                                New York            12189               Account Manager          11/05/2006          
119                 Wade                     Green                    10 Homestead Street                               San Diego           33521               5355                21/05/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  2                   Mary                     Teall                    14 Highland Ave                                   Boston              22459               Sales Director           12/06/2000          
44                  Cynthia                  Waters                   150 Pinewood Ave                                  Philadelphia        56789               4551                06/02/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  9                   Jim                      Baker                    5 Ormond Street                                   Dallas              52347               Account Manager          10/01/2006          
134                 Chris                    Manson                   15 North Park Ave                                 Phoenix             44895               5025                22/01/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  1                   John                     Anderson                 32 Colonial Street                                Boston              22459               Sales Reppresentative    01/01/1999          
133                 Stephen                  Martini                  32 Camberland Street                              Phoenix             44895               4785                13/01/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  10                  Gerald                   Williams                 192 Tampa Ave                                     Dallas              52347               Sales Reppresentative    11/01/2005          
59                  Janet                    Nadeu                    33 Jeanette Street                                Miami               88987               4982                05/04/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  1                   John                     Anderson                 32 Colonial Street                                Boston              22459               Sales Reppresentative    01/01/1999          
151                 Arnold                   Millman                  39 Auburn Street                                  Los Angeles         94851               4913                07/01/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  4                   Phillip                  Zensons                  32 Camberland Street                              New York            12189               Sales Reppresentative    10/06/2001          
99                  Kenneth                  Crondos                  158 West Lawrence Ave                             Houston             53289               4910                27/11/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  4                   Phillip                  Zensons                  32 Camberland Street                              New York            12189               Sales Reppresentative    10/06/2001          
179                 Pindar                   Trivoli                  5 Dungan Street                                   Washington          11882               5561                08/07/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  3                   George                   Spicer                   90 Lenox Ave                                      Boston              22459               Assitant Director        15/05/2004          
7                   Robert                   Demaggio                 34 Princeton Dr                                   New York            12110               5659                29/01/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  4                   Phillip                  Zensons                  32 Camberland Street                              New York            12189               Sales Reppresentative    10/06/2001          
162                 Anthony                  Clark                    28 Linden Road                                    Los Angeles         94851               4565                21/10/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  9                   Jim                      Baker                    5 Ormond Street                                   Dallas              52347               Account Manager          10/01/2006          
53                  Fred                     Weinberger               19 Matilda Street                                 Orlando             89754               5709                21/07/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  4                   Phillip                  Zensons                  32 Camberland Street                              New York            12189               Sales Reppresentative    10/06/2001          
138                 Fred                     Rodat                    18 French Street                                  Phoenix             44895               5221                11/06/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  2                   Mary                     Teall                    14 Highland Ave                                   Boston              22459               Sales Director           12/06/2000          
113                 Colin                    Ellison                  123 Front Ave                                     San Jose            36945               4714                08/07/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  10                  Gerald                   Williams                 192 Tampa Ave                                     Dallas              52347               Sales Reppresentative    11/01/2005          
16                  Joseph                   Anderson                 34 Cortland Ave                                   Los Angeles         94851               4531                19/04/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  9                   Jim                      Baker                    5 Ormond Street                                   Dallas              52347               Account Manager          10/01/2006          
146                 Richard                  Graber                   36 Kensington Ave                                 New York            12189               5172                21/04/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  1                   John                     Anderson                 32 Colonial Street                                Boston              22459               Sales Reppresentative    01/01/1999          
190                 Julia                    Platt                    23 New Scotlan Ave                                Denver              21214               5030                19/12/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  1                   John                     Anderson                 32 Colonial Street                                Boston              22459               Sales Reppresentative    01/01/1999          
134                 Chris                    Manson                   15 North Park Ave                                 Phoenix             44895               7181                15/08/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  10                  Gerald                   Williams                 192 Tampa Ave                                     Dallas              52347               Sales Reppresentative    11/01/2005          
115                 Sonya                    Ford                     5 Beach Ave                                       San Jose            36945               6092                13/04/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  5                   Andrew                   Simmons                  16 Greenway Street                                New York            12189               Account Manager          11/05/2006          
16                  Joseph                   Anderson                 34 Cortland Ave                                   Los Angeles         94851               6932                10/11/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  9                   Jim                      Baker                    5 Ormond Street                                   Dallas              52347               Account Manager          10/01/2006          
141                 Alfred                   Allen                    29 Water Street                                   New York            12189               6019                25/05/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  5                   Andrew                   Simmons                  16 Greenway Street                                New York            12189               Account Manager          11/05/2006          
29                  Stephanie                Stanley                  34 Yellow Hall Road                               Los Angeles         94851               6657                18/02/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  8                   Michael                  Bernstein                21 Garden Ave                                     New York            12189               Sales Reppresentative    25/05/1991          
46                  Pamela                   Wilkinson                12 Cardinal Street                                Philadelphia        56789               6952                18/12/2011     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  9                   Jim                      Baker                    5 Ormond Street                                   Dallas              52347               Account Manager          10/01/2006          
163                 Arnold                   Cormack                  31 2nd Street                                     Boston              22459               6966                10/08/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  9                   Jim                      Baker                    5 Ormond Street                                   Dallas              52347               Account Manager          10/01/2006          
63                  Luize                    Roberts                  21 Hampton Street                                 Miami               88987               6512                24/10/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  7                   Jason                    Vanderback               22 Woodville Ave                                  New York            12189               Sales manager            12/05/2001          
83                  Nicholas                 Robbins                  11 Broad Street                                   Chicago             23897               6427                21/03/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  7                   Jason                    Vanderback               22 Woodville Ave                                  New York            12189               Sales manager            12/05/2001          
70                  Colleen                  Brown                    34 South Perl Street                              Chicago             23897               6732                10/02/2013     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  8                   Michael                  Bernstein                21 Garden Ave                                     New York            12189               Sales Reppresentative    25/05/1991          
193                 Stephanie                Steiner                  88 Howland Road                                   Denver              21214               6818                25/05/2012     1                   Almonds, Hickory Smoked - 12 oz. Bag              18                  8                   Michael                  Bernstein                21 Garden Ave                                     New York            12189               Sales Reppresentative    25/05/1991          
